url,topic,text
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/second-coming-of-jesus-christ,Second Coming of Jesus Christ,"As Jesus Christ ascended into heaven at the completion of His mortal ministry, two angels declared to His Apostles, “This same Jesus, which is taken up from you into heaven, shall so come in like manner as ye have seen him go into heaven” (Acts 1:11). When the Savior comes again, He will come in power and glory to claim the earth as His kingdom. His Second Coming will mark the beginning of the Millennium.
The Second Coming will be a fearful, mournful time for the wicked, but it will be a day of peace and triumph for the righteous. The Lord declared:
“They that are wise and have received the truth, and have taken the Holy Spirit for their guide, and have not been deceived—verily I say unto you, they shall not be hewn down and cast into the fire, but shall abide the day.
“And the earth shall be given unto them for an inheritance; and they shall multiply and wax strong, and their children shall grow up without sin unto salvation.
“For the Lord shall be in their midst, and his glory shall be upon them, and he will be their king and their lawgiver” (D&C 45:57–59).
The Lord has not revealed exactly when He will come again: “The hour and the day no man knoweth, neither the angels in heaven, nor shall they know until he comes” (D&C 49:7). But He has revealed to His prophets the events and signs that will precede His Second Coming. Among the prophesied events and signs are:
Apostasy from gospel truth (see Matthew 24:9–12; 2 Thessalonians 2:1–3).
The restoration of the gospel, including the restoration of the Church of Jesus Christ (see Acts 3:19–21; Revelation 14:6–7; D&C 45:28; 133:36).
The restoration of priesthood keys (see Malachi 4:5–6; D&C 110:11–16).
The coming forth of the Book of Mormon (see Isaiah 29:4–18; 3 Nephi 21:1–11).
The preaching of the gospel throughout the world (see Matthew 24:14).
A time of wickedness, war, and turmoil (see Matthew 24:6–7; 2 Timothy 3:1–7; D&C 29:17; 45:26–33; 88:91).
Signs in heaven and on the earth (see Joel 2:30–31; Matthew 24:29–30; D&C 29:14–16; 45:39–42; 49:23; 88:87–90).
Do not concern yourself with the exact timing of the Savior’s Second Coming. Instead, live so that you will be prepared whenever He comes. As you observe the calamities of these last days, remember that the righteous need not fear the Second Coming or the signs that precede it. The Savior’s words to His Apostles apply to you: “Be not troubled, for, when all these things shall come to pass, ye may know that the promises which have been made unto you shall be fulfilled” (D&C 45:35)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/service,Service,"True disciples of Jesus Christ desire to serve those around them. The Savior said, “By this shall all men know that ye are my disciples, if ye have love one to another” (John 13:35).
When you were baptized, you covenanted to take the name of Jesus Christ upon yourself. The prophet Alma explained this covenant to a group of new converts who wanted to be baptized. He observed that their desire to “come into the fold of God” included a willingness to give meaningful service—to “bear one another’s burdens, that they may be light,” to “mourn with those that mourn,” and to “comfort those that stand in need of comfort” (Mosiah 18:8–9).
As you strive to serve others, look to the Savior as your example. Even though He came to earth as the Son of God, He humbly served all those around Him. He declared, “I am among you as he that serveth” (Luke 22:27).
The Savior used a parable to teach the importance of service. In the parable, He returns to the earth in His glory and separates the righteous from the wicked. To the righteous He says: “Come, ye blessed of my Father, inherit the kingdom prepared for you from the foundation of the world: For I was an hungred, and ye gave me meat: I was thirsty, and ye gave me drink: I was a stranger, and ye took me in: naked, and ye clothed me: I was sick, and ye visited me: I was in prison, and ye came unto me” (Matthew 25:34–36).
The righteous, who are puzzled by this declaration, ask: “Lord, when saw we thee an hungred, and fed thee? or thirsty, and gave thee drink? When saw we thee a stranger, and took thee in? or naked, and clothed thee? Or when saw we thee sick, or in prison, and came unto thee?” (Matthew 25:37–39).
Then the Lord answers, “Inasmuch as ye have done it unto one of the least of these my brethren, ye have done it unto me” (Matthew 25:40).
The Savior invites you to give of yourself in the service of others. Your opportunities to do so are limitless. Each day, look for ways to gladden hearts, to say kind words, to perform labors for others that they cannot do for themselves, to share the gospel. Be receptive to the whisperings of the Spirit, prompting you to serve. You will find that the true key to happiness is to labor for the happiness of others."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/signs,Signs,"Signs are events or experiences that demonstrate the power of God. They are often miraculous. They identify and announce great events, such as the Savior’s birth, death, and Second Coming. They remind us of covenants the Lord has made with us. Signs may also bear witness of a divine calling or indicate the Lord’s disapproval.
Some people claim that they would believe in God or His work if they were able to receive a sign. But the Lord has said, “Faith cometh not by signs, but signs follow those that believe” (D&C 63:9). Such signs are given to those who are faithful and obedient in order to strengthen them in their faith."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/sin,Sin,"When we willfully disobey God’s commandments, we commit sin. We also commit sin when we fail to act righteously despite our knowledge of the truth (see James 4:17).
The Lord has said that He “cannot look upon sin with the least degree of allowance” (D&C 1:31). The result of sin is the withdrawal of the Holy Ghost and, in eternity, being unable to dwell in the presence of our Heavenly Father, for “no unclean thing can dwell with God” (1 Nephi 10:21).
Each of us has broken commandments or failed to act according to our knowledge of the truth. The Apostle John taught: “If we say that we have no sin, we deceive ourselves, and the truth is not in us. If we confess our sins, [Jesus Christ] is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness” (1 John 1:8–9). Through the Atonement of Jesus Christ, we can repent and be forgiven of our sins."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/soul,Soul,"The term soul is used in two ways in the scriptures. First, a spirit that is united with a physical body, whether in mortality or after resurrection, is called a soul (see D&C 88:15–16). Second, our spirits are sometimes called souls (see Alma 40:15–18; Abraham 3:23)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/spirit,Spirit,"You are a spirit child of Heavenly Father, and you existed as a spirit before you were born on the earth. During your life on the earth, your spirit is housed in your physical body, which was born of mortal parents.
From the scriptures, we learn about the nature of spirits. We learn that “all spirit is matter, but it is more fine or pure, and can only be discerned by purer eyes” (D&C 131:7). We read that “the spirit of man [is] in the likeness of his person, as also the spirit of the beast, and every other creature which God has created” (D&C 77:2; see also Ether 3:7–16).
The scriptures also teach that at the time of physical death, the spirit does not die. It separates from the body and lives in the postmortal spirit world. At the time of resurrection, the spirit is reunited with the body, “never to be divided; thus the whole becoming spiritual and immortal” (Alma 11:45)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/spiritual-gifts,Spiritual Gifts,"Spiritual gifts are blessings or abilities that are given by the power of the Holy Ghost. God gives at least one of these gifts to every faithful member of the Church. As you receive these gifts, they will strengthen and bless you individually and help you serve others. (See D&C 46:8–12.) The scriptures teach of many gifts of the Spirit:
Knowledge “that Jesus Christ is the Son of God, and that he was crucified for the sins of the world” (D&C 46:13).
The capacity to believe the words of those who testify of Jesus Christ (see D&C 46:14).
Knowledge of “the differences of administration” (D&C 46:15; see also 1 Corinthians 12:5). This gift is used in administering and leading the Church.
Knowledge of “the diversities of operations,” which helps us discern whether a teaching or influence comes from God or from some other source (D&C 46:16; see also 1 Corinthians 12:6–7).
The gift of “the word of wisdom” (1 Corinthians 12:8; D&C 46:17). This does not refer to the law we know as the Word of Wisdom. Rather, it is the gift of wisdom—the ability to use knowledge in righteous ways.
The gift of “the word of knowledge” (1 Corinthians 12:8; D&C 46:18).
The ability to teach by the power of the Holy Ghost (see Moroni 10:9–10; see also D&C 46:18).
The gift of faith (see 1 Corinthians 12:9; Moroni 10:11).
The gift “to have faith to be healed” (D&C 46:19).
The gift “to have faith to heal” (D&C 46:20; see also 1 Corinthians 12:9; Moroni 10:11).
“The working of miracles” (1 Corinthians 12:10; D&C 46:21; see also Moroni 10:12).
The gift of prophecy (see 1 Corinthians 12:10; Moroni 10:13; D&C 46:22). John the Beloved taught that “the testimony of Jesus is the spirit of prophecy” (Revelation 19:10).
“The beholding of angels and ministering spirits” (Moroni 10:14).
“Discerning of spirits” (1 Corinthians 12:10; D&C 46:23).
The gift to speak in different languages, or tongues (see 1 Corinthians 12:10; Moroni 10:15; D&C 46:24).
The gift of “the interpretation of tongues” (1 Corinthians 12:10; D&C 46:25; see also Moroni 10:16).
These spiritual gifts and others listed in the scriptures are only some examples of the many gifts of the Spirit. The Lord may bless you in other ways depending on your faithfulness and on your needs and the needs of those you serve. He has commanded us to work diligently so we can receive spiritual gifts:
“Beware lest ye are deceived; and that ye may not be deceived seek ye earnestly the best gifts, always remembering for what they are given;
“For verily I say unto you, they are given for the benefit of those who love me and keep all my commandments, and him that seeketh so to do; that all may be benefited that seek or that ask of me” (D&C 46:8–9; see also verse 26)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/tattooing,Tattooing,"Latter-day prophets strongly discourage the tattooing of the body. Those who disregard this counsel show a lack of respect for themselves and for God. The Apostle Paul taught of the significance of our bodies and the danger of purposefully defiling them: “Know ye not that ye are the temple of God, and that the Spirit of God dwelleth in you? If any man defile the temple of God, him shall God destroy; for the temple of God is holy, which temple ye are” (1 Corinthians 3:16–17).
If you have a tattoo, you wear a constant reminder of a mistake you have made. You might consider having it removed."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/teaching-the-gospel,Teaching the Gospel,"The Lord has declared: “I give unto you a commandment that you shall teach one another the doctrine of the kingdom. Teach ye diligently and my grace shall attend you, that you may be instructed more perfectly in theory, in principle, in doctrine, in the law of the gospel, in all things that pertain unto the kingdom of God, that are expedient for you to understand” (D&C 88:77–78).
In giving this commandment, the Lord gives us a sacred responsibility. He also leads us to countless opportunities for meaningful service. Few experiences compare to the joy of helping others learn and live the gospel.
This commandment to teach applies to you, even if you do not currently have a formal calling as a teacher. You have teaching opportunities as a member of your family, as a home teacher or visiting teacher, and even as a coworker, neighbor, and friend. Sometimes you teach through words you have prepared to say. Sometimes you can take advantage of brief, unplanned moments in which you can share gospel truths. Most frequently you teach by example.
Teaching as the Savior Taught
In your efforts to teach the gospel, look to Jesus Christ as your example. Study accounts of His mortal ministry, and look for ways to teach as He taught. He showed genuine love and concern for those He served. He strengthened people individually, teaching gospel principles in a way that would help them with their unique needs. He awakened in some the desire to understand and live the gospel. At times He asked questions that would help them apply what they learned. He taught the saving truths of the gospel, helping His hearers understand what they needed to know, do, and be in order to receive the gift of eternal life.
As you follow the Savior’s example, your teaching will nourish and uplift others, build their faith, and give them confidence to meet life’s challenges. It will encourage them to forsake sin and obey the commandments. It will help them come to Christ and abide in His love.
Teaching by the Spirit
The Lord said, “The Spirit shall be given unto you by the prayer of faith; and if ye receive not the Spirit ye shall not teach” (D&C 42:14). The Spirit, or the Holy Ghost, is a member of the Godhead. One purpose of the Spirit is to “manifest the truth … of all things” (Moroni 10:4–5). Only through the influence of the Spirit can gospel teaching be edifying and inspiring.
Your privilege as a gospel teacher is to be an instrument through whom the Holy Ghost can teach, testify, comfort, and inspire. As the prophet Nephi taught, “When a man speaketh by the power of the Holy Ghost the power of the Holy Ghost carrieth it unto the hearts of the children of men” (2 Nephi 33:1).
If you prepare spiritually, the Holy Ghost will help you know what to do and say in your teaching. You can prepare yourself by praying often, studying the scriptures, living the gospel, and being humble.
Methods of Teaching
Your teaching will be most effective when you use a variety of appropriate methods. For example, you can share stories and examples to hold people’s attention and show how gospel principles apply in daily life. You can use pictures and objects to strengthen others’ understanding of scripture accounts and gospel principles. Through music, you and those you teach can invite the influence of the Holy Ghost and express feelings that may be hard to express in other ways. You can ask questions that encourage thoughtful learning and discussion and that lead to the appropriate sharing of personal experiences. With simple activities, you can help learners focus their attention.
When you consider using a specific teaching method, ask yourself the following questions: Will this method invite the influence of the Spirit? Does it match the sacredness of the principles I am teaching? Will it edify and strengthen those I teach?
Remember that as a gospel teacher, you represent the Lord. Ensure that all you do and say is reverent and consistent with His will.
For additional suggestions on gospel teaching, you may want to refer to Teaching, No Greater Call (36123); the Teaching Guidebook (34595); and “Teaching the Gospel,” section 5.5 of Handbook 2: Administering the Church (08702)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/temples,Temples,"Temples are literally houses of the Lord. They are holy places of worship where the Lord may visit. Only the home can compare with temples in sacredness.
Throughout history, the Lord has commanded His people to build temples. Today the Church is heeding the Lord’s call to build temples all over the world, making temple blessings more available for a great number of our Heavenly Father’s children.
Ordinances for the Living
The principal purpose of temples is to provide the ordinances necessary for our exaltation in the celestial kingdom. Temple ordinances lead to the greatest blessings available through the Atonement of Jesus Christ. All we do in the Church—our meetings and activities, our missionary efforts, the lessons we teach and the hymns we sing—should point us to the Savior and the work we do in holy temples.
One ordinance we receive in the temple is the endowment. The word endowment means “gift,” and the temple endowment truly is a gift from God. The ordinance consists of a series of instructions and includes covenants we make to live righteously and comply with the requirements of the gospel. The endowment helps us focus on the Savior, His role in our Heavenly Father’s plan, and our commitment to follow Him.
Another temple ordinance is celestial marriage, in which husband and wife are sealed to one another for eternity. A sealing performed in the temple continues forever if the husband and wife are faithful to the covenants they make.
Children born to parents who have been sealed in the temple are born in the covenant. These children automatically become part of an eternal family. Children who are not born in the covenant can also become part of an eternal family once their natural or adoptive parents have been sealed to one another. The ordinance of sealing children to parents is performed in the temple.
If you have received temple ordinances, always remember the covenants you have made. Return to the temple as often as you can. If you are a father or mother, teach your children the significance of the temple. Help them prepare themselves to be worthy to enter the temple.
If you have not yet received temple ordinances, begin preparing yourself now. As circumstances allow, attend the temple to participate in baptisms and confirmations for the dead.
Ordinances for the Dead
People who have died without essential gospel ordinances may receive those ordinances through the work done in temples. You may do this work in behalf of your ancestors and others who have died. Acting for them, you can be baptized and confirmed, receive the endowment, and participate in the sealings of husband to wife and children to parents.
You should actively search for the records of your deceased ancestors so temple work can be performed for them.
For more information about temple work for the dead and family history work, see “Family History Work and Genealogy,” pages 61–64.
Worthiness to Enter the Temple
To enter the temple, you must be worthy. You certify your worthiness in two interviews—one with a member of your bishopric or your branch president and another with a member of your stake presidency or the mission president. Your priesthood leaders will keep these interviews private and confidential. In each of the interviews, the priesthood leader will ask you about your personal conduct and worthiness. You will be asked about your testimony of Heavenly Father and the Atonement of Jesus Christ, and you will be asked whether you support the general and local leaders of the Church. You will be asked to confirm that you are morally clean and that you keep the Word of Wisdom, pay a full tithe, live in harmony with the teachings of the Church, and do not maintain any affiliation or sympathy with apostate groups.
If you give acceptable answers to the questions in the interviews and if you and your priesthood leaders are satisfied that you are worthy to enter the temple, you will receive a temple recommend. You and your priesthood leaders will sign the recommend, which will allow you to enter the temple for the next two years, as long as you remain worthy.
Temple recommend interviews offer a great opportunity for you to examine your worthiness and the pattern of your life. If anything is amiss in your life, arrange to speak with your bishop or branch president well in advance of your temple recommend interview. He will be able to help you prepare yourself to be worthy of a temple recommend.
Temple Clothing
When you go to the temple, you should wear your best clothing, as you do when you attend church. When you are inside the temple, you exchange your clothing for the white clothing of the temple. This change of clothing takes place in a dressing room, where you use a locker and a private dressing space. In the temple, modesty is carefully maintained.
As you put your clothing in the locker, you can leave all your worldly distractions behind. Dressed in white, you can feel a oneness and a sense of equality with others in the temple, for everyone around you is similarly dressed.
Wearing the Temple Garment
Once you are endowed, you have the blessing of wearing the temple garment throughout your life. You are obligated to wear it according to the instructions given in the endowment. Remember that the blessings that are related to this sacred privilege depend on your worthiness and your faithfulness in keeping temple covenants.
The garment provides a constant reminder of the covenants you have made in the temple. You should treat it with respect at all times. You should not expose it to the view of those who do not understand its significance, and you should not adjust it to accommodate different styles of clothing. When you wear it properly, it provides protection against temptation and evil. Wearing the garment is an outward expression of an inward commitment to follow the Savior.
Blessings from Attending the Temple
In addition to being a place where sacred priesthood ordinances are performed, the temple is a place of peace and revelation. When you are troubled or when crucial decisions weigh heavily on your mind, you may take your cares to the temple. There you can receive spiritual guidance.
Sometimes you may feel that you cannot think clearly because your mind is so burdened with problems and the many things clamoring for attention. In the temple, the dust of these distractions can settle, the fog and haze can lift, and you can understand things that you have not understood before. You can find new ways to deal with the challenges you face.
The Lord will bless you as you attend to the sacred ordinance work in the temple. And the blessings He gives you will not be limited to your time in the temple. He will bless you in all aspects of your life. Your labors in the temple will strengthen you and refine you spiritually."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/temptation,Temptation,"As the Apostle Paul prophesied, the last days are “perilous times” (2 Timothy 3:1). The influence of the adversary is widespread and seductive. But you can defeat Satan and overcome his temptations. Heavenly Father has given you the gift of agency—the power to choose good over evil. You can “humble [yourself] before the Lord, and call on his holy name, and watch and pray continually, that [you] may not be tempted above that which [you] can bear” (Alma 13:28). As you willingly obey the commandments, your Heavenly Father will strengthen you to withstand temptation.
The following counsel will help you overcome temptation:
Center your life on the Savior.
The prophet Helaman counseled his sons, “Remember, remember that it is upon the rock of our Redeemer, who is Christ, the Son of God, that ye must build your foundation; that when the devil shall send forth his mighty winds, yea, his shafts in the whirlwind, yea, when all his hail and his mighty storm shall beat upon you, it shall have no power over you to drag you down to the gulf of misery and endless wo, because of the rock upon which ye are built, which is a sure foundation, a foundation whereon if men build they cannot fall” (Helaman 5:12).
Pray for strength.
When the resurrected Savior came to the Nephites, He taught the multitude: “Ye must watch and pray always lest ye enter into temptation; for Satan desireth to have you, that he may sift you as wheat. Therefore ye must always pray unto the Father in my name” (3 Nephi 18:18–19). In the latter days He has given similar counsel: “Pray always, that you may come off conqueror; yea, that you may conquer Satan, and that you may escape the hands of the servants of Satan that do uphold his work” (D&C 10:5).
Study the scriptures daily.
As you study gospel truths and apply them in your life, the Lord will bless you with power to withstand temptation. Nephi taught, “Whoso would hearken unto the word of God, and would hold fast unto it, they would never perish; neither could the temptations and the fiery darts of the adversary overpower them unto blindness, to lead them away to destruction” (1 Nephi 15:24; see also Helaman 3:29–30).
Fill your life with goodness.
You have so much good to choose from that you do not need to partake of evil. When you fill your life with goodness, you leave no room for anything else.
Avoid tempting places and situations.
You cannot avoid temptation completely, but you can avoid places or situations where you are likely to be tempted. You can also avoid inappropriate material in magazines, books, television, movies, and music and on the Internet.
Strive to influence others for good.
Just before He suffered in the Garden of Gethsemane, the Savior prayed for His disciples: “They are not of the world, even as I am not of the world. I pray not that thou shouldest take them out of the world, but that thou shouldest keep them from the evil. They are not of the world, even as I am not of the world. Sanctify them through thy truth: thy word is truth. As thou hast sent me into the world, even so have I also sent them into the world” (John 17:14–18). As a latter-day disciple of Jesus Christ, you can be in the world but “not of the world.” In addition to avoiding temptation yourself, you can influence others to live good and wholesome lives. You can set a righteous example, be a good friend, participate in community service, and, as appropriate, let your voice be heard in defense of moral values.
Never hesitate in your decisions to withstand temptation.
Strive to follow the example of the Savior, who “suffered temptations but gave no heed unto them” (D&C 20:22). When Satan tempted Jesus in the wilderness, the Lord never wavered. His answer was quick and firm: “Get thee behind me, Satan” (Luke 4:8). Through your righteous thoughts, words, and actions, you can answer the temptations of the adversary with the same conviction. “Resist the devil, and he will flee from you. Draw nigh to God, and he will draw nigh to you” (James 4:7–8)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/ten-commandments,Ten Commandments,"The Ten Commandments are eternal gospel principles that are necessary for our exaltation. The Lord revealed them to Moses in ancient times (see Exodus 20:1–17), and He has restated them in latter-day revelations (see D&C 42:18–29; 59:5–13; 63:61–62). The Ten Commandments are a vital part of the gospel. Obedience to these commandments paves the way for obedience to other gospel principles.
The following review of the Ten Commandments includes brief explanations of how they continue to apply in our lives today:
“Thou shalt have no other gods before me” (Exodus 20:3). We should do “all things with an eye single to the glory of God” (D&C 82:19). We should love and serve the Lord with all our heart, might, mind, and strength (see Deuteronomy 6:5; D&C 59:5).
“Thou shalt not make unto thee any graven image” (Exodus 20:4). In this commandment, the Lord condemns the worship of idols. Idolatry may take many forms. Some people do not bow before graven images or statues but instead replace the living God with other idols, such as money, material possessions, ideas, or prestige. In their lives, “their treasure is their god”—a god that “shall perish with them” (2 Nephi 9:30).
“Thou shalt not take the name of the Lord thy God in vain” (Exodus 20:7). For an explanation of this commandment, see “Profanity,” pages 128–29.
“Remember the sabbath day, to keep it holy” (Exodus 20:8). For an explanation of this commandment, see “Sabbath,” pages 145–47.
“Honour thy father and thy mother” (Exodus 20:12). This is a commandment that remains binding even when we are grown. We should always find ways to honor our parents.
“Thou shalt not kill” (Exodus 20:13). For an explanation of how this commandment applies to those who are required to go to war, see “War,” pages 183–84.
“Thou shalt not commit adultery” (Exodus 20:14). In a latter-day revelation, the Lord condemned not only adultery, but “anything like unto it” (D&C 59:6). Fornication, homosexuality, and other sexual sins are violations of the seventh commandment. For additional explanation, see “Chastity,” pages 29–33.
“Thou shalt not steal” (Exodus 20:15). Stealing is a form of dishonesty. For an explanation of honesty, see page 84.
“Thou shalt not bear false witness against thy neighbour” (Exodus 20:16). Bearing false witness is another form of dishonesty. For an explanation of honesty, see page 84.
“Thou shalt not covet” (Exodus 20:17). Coveting, or envying something that belongs to another, is damaging to the soul. It can consume our thoughts and plague us with constant unhappiness and dissatisfaction. It often leads to other sins and to financial indebtedness.
Although most of the Ten Commandments list things we should not do, they also represent things we should do. The Savior summarized the Ten Commandments in two principles—love for the Lord and love for our fellow men:
“Thou shalt love the Lord thy God with all thy heart, and with all thy soul, and with all thy mind.
“This is the first and great commandment.
“And the second is like unto it, Thou shalt love thy neighbour as thyself” (Matthew 22:37–39)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/testimony,Testimony,"A testimony is a spiritual witness given by the Holy Ghost. The foundation of a testimony is the knowledge that Heavenly Father lives and loves us; that Jesus Christ lives, that He is the Son of God, and that He carried out the infinite Atonement; that Joseph Smith is the prophet of God who was called to restore the gospel; that we are led by a living prophet today; and that The Church of Jesus Christ of Latter-day Saints is the Savior’s true Church on the earth. With this foundation, a testimony grows to include all principles of the gospel.
Obtaining and Strengthening a Testimony
As a member of The Church of Jesus Christ of Latter-day Saints, you have the sacred opportunity and responsibility to obtain your own testimony. Having obtained a testimony, you have a duty to nurture it throughout your life. Your happiness in this life and throughout eternity depends largely on whether you are “valiant in the testimony of Jesus” (D&C 76:79; see also verses 51, 74, 101). As you work at this process, remember the following principles:
The quest for a testimony begins with a righteous, sincere desire.
Your Heavenly Father will bless you according to the righteous desires of your heart and your efforts to do His will. Speaking to a group of people who did not yet have testimonies of the gospel, Alma taught: “If ye will awake and arouse your faculties, even to an experiment upon my words, and exercise a particle of faith, yea, even if ye can no more than desire to believe, let this desire work in you, even until ye believe in a manner that ye can give place for a portion of my words” (Alma 32:27).
Testimony comes through the quiet influence of the Holy Ghost.
The results of a testimony can be miraculous and life changing, but the gift of testimony usually comes as a quiet assurance, without spectacular displays of God’s power. Even Alma, who had been visited by an angel and had seen God sitting on His throne, needed to fast and pray so he could receive a testimony through the power of the Holy Ghost (see Alma 5:45–46; 36:8, 22).
Your testimony will grow gradually through your experiences.
No one receives a complete testimony all at once. Your testimony will grow stronger through your experiences. It will expand as you show your willingness to serve in the Church, wherever you are called. It will increase as you make decisions to keep the commandments. As you lift and strengthen others, you will see that your testimony continues to develop. As you pray and fast, study the scriptures, attend Church meetings, and hear others share their testimonies, you will be blessed with moments of inspiration that will bolster your testimony. Such moments will come throughout your life as you strive to live the gospel.
Your testimony will increase as you share it.
Do not wait for your testimony to be fully developed before you share it. Part of a testimony’s development comes when it is shared. In fact, you will find that when you give what you have of your testimony, it will be returned to you—with increase.
Testimony Bearing
In fast and testimony meetings and in conversations you have with family members and friends, you may feel prompted to share your testimony. In such instances, remember that you do not need to share a long, impressive discourse. Your testimony will be most powerful when it is expressed as a brief, heartfelt conviction about the Savior, His teachings, and the Restoration. Pray for guidance, and the Spirit will help you know how to express the feelings in your heart. You will find great joy as you help others share in the hope and assurance the Lord has given you."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/tithing,Tithing,"One of the blessings of membership in The Church of Jesus Christ of Latter-day Saints is the privilege of paying tithing. By living the law of tithing, you participate in building up the kingdom of God on the earth.
Definition and Purpose of Tithing
To pay a full tithe, you give one-tenth of your income to the Lord through His Church. You submit your tithing to a member of your bishopric or branch presidency.
Local leaders transmit tithing funds directly to the headquarters of the Church, where a council determines specific ways to use the sacred funds. This council is comprised of the First Presidency, the Quorum of the Twelve Apostles, and the Presiding Bishopric. Acting according to revelation, they make decisions as they are directed by the Lord. (See D&C 120:1.)
Tithing funds are always used for the Lord’s purposes—to build and maintain temples and meetinghouses, to sustain missionary work, and to carry on the work of the Church throughout the world.
Blessings of Paying a Full Tithe
The law of tithing requires sacrifice, but your obedience to the law brings blessings that are far greater than anything you ever give up. The prophet Malachi taught:
“Bring ye all the tithes into the storehouse, that there may be meat in mine house, and prove me now herewith, saith the Lord of hosts, if I will not open you the windows of heaven, and pour you out a blessing, that there shall not be room enough to receive it” (Malachi 3:10).
These blessings come to all who pay a full ten percent of their income, even if that amount is very small. As you obey this law, the Lord will bless you both spiritually and temporally.
Making the Commitment to Pay Tithing
If you have not yet established a pattern of consistent tithe paying, you may have difficulty believing that you can afford to give up one-tenth of your income. But faithful tithe payers learn that they cannot afford not to pay tithing. In a very literal and wonderful way, the windows of heaven are opened and blessings are poured out upon them.
Remember that paying tithing is not as much a matter of money as it is a matter of faith. Trust in the Lord. He gave the commandment for our benefit, and He made the accompanying promise. Seek strength in the faith of Nephi, who said, “Let us be faithful in keeping the commandments of the Lord; for behold he is mightier than all the earth” (1 Nephi 4:1)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/unity,Unity,"Just before the Savior carried out the Atonement, He prayed for His disciples, whom He had sent into the world to teach the gospel. He also prayed for those who would believe in Him because of His disciples’ words. He pled for unity: “That they all may be one; as thou, Father, art in me, and I in thee, that they also may be one in us: that the world may believe that thou hast sent me” (John 17:21).
From this prayer we learn how the gospel unites us with Heavenly Father and Jesus Christ and with each other. When we live the gospel, receiving the saving ordinances and keeping our covenants, our natures are changed. The Savior’s Atonement sanctifies us, and we can live in unity, enjoying peace in this life and preparing to dwell with the Father and His Son forever.
The Lord has said, “If ye are not one ye are not mine” (D&C 38:27). You can seek and promote this standard of unity in your family and in the Church. If you are married, you and your spouse can be unified in purpose and action. You can allow your unique qualities to complement one another as you face challenges together and grow in love and understanding. You can also be unified with other family members and with members of the Church by serving together, teaching one another, and encouraging one another. You can become one with the President of the Church and other Church leaders as you study their words and follow their counsel.
As the Church grows throughout the world, all Latter-day Saints can be united. Our hearts can be “knit together in unity and in love one towards another” (Mosiah 18:21). We appreciate cultural diversity and individual differences, but we also seek the “unity of the faith” that comes when we follow inspired leaders and remember that we are all children of the same Father (see Ephesians 4:3–6, 11–13)."
https://www.churchofjesuschrist.org/study/manual/true-to-the-faith/war,War,"The Lord has said that in the last days there will be “wars and rumors of wars, and the whole earth shall be in commotion, and men’s hearts shall fail them” (D&C 45:26).
As members of The Church of Jesus Christ of Latter-day Saints, we are a people of peace. We follow the Savior, who is the Prince of Peace. We look forward to His millennial reign, when wars will end and peace will be restored to the earth (see Isaiah 2:4). However, we recognize that in this world, government leaders sometimes send military troops to war to defend their nations and ideals.
Latter-day Saints in the military do not need to feel torn between their country and their God. In the Church, “we believe in being subject to kings, presidents, rulers, and magistrates, in obeying, honoring, and sustaining the law” (Articles of Faith 1:12). Military service shows dedication to this principle.
If Latter-day Saints are called upon to go into battle, they can look to the example of Captain Moroni, the great military leader in the Book of Mormon. Although he was a mighty warrior, he “did not delight in bloodshed” (Alma 48:11). He was “firm in the faith of Christ,” and his only reason for fighting was to “defend his people, his rights, and his country, and his religion” (Alma 48:13). If Latter-day Saints must go to war, they should go in a spirit of truth and righteousness, with a desire to do good. They should go with love in their hearts for all God’s children, including those on the opposing side. Then, if they are required to shed another’s blood, their action will not be counted as a sin."
